env_dir,stage,run_tag,env_config,trainer_name,optimizer,learning_rate,num_batches,steps_per_batch,batch_size,group_size,lora_config,dataset_path,hide_observations,require_thought,advantage_mode,length_penalty,score_with_base,best_metric,seed,keep_expert_thoughts,infer_thoughts,no_train,n_evals,last_batch,best_batch,best_actiononly_ppl,first_actiononly_ppl,final_actiononly_ppl,eval_n_action_tokens,log_dir
act_prm_snorkel_finance,other,,act_prm/snorkel_finance,sft,,4e-05,1,,2,4,r8_a16_linear,,False,,best,0.15,,final_reward,42,,True,False,0,0,,,,,,act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance-gc=act_prm-tc=sft-rbc=default-nb=1-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=0-nf=0-mspt=2-s=1-am=best-gs=4-bs=2-s=42-r=0-vr=0
act_prm_snorkel_finance,other,,act_prm/snorkel_finance,sft,,4e-05,1,,2,1,r8_a16_linear,,False,,uniform,0.15,,final_reward,42,,False,False,0,0,,,,,,act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance-gc=act_prm_actions_only-tc=sft-rbc=default-nb=1-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=0-nf=0-mspt=2-s=1-gs=1-bs=2-s=42-r=0-vr=0
act_prm_snorkel_finance_gym,rollout,finance_rollout_actions_only_sgdlr1e_3_step_0020_fair,act_prm/snorkel_finance_gym,rl,sgd,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_actions_only_sgdlr1e_3_step_0020_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf-db385e63
act_prm_snorkel_finance_gym,rollout,finance_rollout_actions_only_sgdlr1e_3_step_best_fair,act_prm/snorkel_finance_gym,rl,sgd,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_actions_only_sgdlr1e_3_step_best_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf-9018b892
act_prm_snorkel_finance_gym,rollout,finance_rollout_actions_only_v3_fair,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,"finance_rollout_actions_only_v3_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['0',-2a03eca5"
act_prm_snorkel_finance_gym,rollout,finance_rollout_actions_only_v3_fair,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,"finance_rollout_actions_only_v3_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['0',-5969b7b1"
act_prm_snorkel_finance_gym,rollout,finance_rollout_actions_only_v3_hard,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,"finance_rollout_actions_only_v3_hard-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['4',-9db7d71b"
act_prm_snorkel_finance_gym,rollout,finance_rollout_expert_thoughts_all_sgdlr1e_3_step_0020_fair,act_prm/snorkel_finance_gym,rl,sgd,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_expert_thoughts_all_sgdlr1e_3_step_0020_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear--1161d271
act_prm_snorkel_finance_gym,rollout,finance_rollout_expert_thoughts_all_sgdlr1e_3_step_best_fair,act_prm/snorkel_finance_gym,rl,sgd,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_expert_thoughts_all_sgdlr1e_3_step_best_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear--231a559f
act_prm_snorkel_finance_gym,rollout,finance_rollout_expert_thoughts_all_v3_fair,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_expert_thoughts_all_v3_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eq-bf4da435
act_prm_snorkel_finance_gym,rollout,finance_rollout_expert_thoughts_all_v3_hard,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_expert_thoughts_all_v3_hard-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eq-e956786c
act_prm_snorkel_finance_gym,rollout,finance_rollout_expert_thoughts_v3_fair,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_expert_thoughts_v3_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['-f3d486cb
act_prm_snorkel_finance_gym,rollout,finance_rollout_expert_thoughts_v3_hard,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_expert_thoughts_v3_hard-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['-4430730f
act_prm_snorkel_finance_gym,rollout,finance_rollout_thoughts_base_v3_fair,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_thoughts_base_v3_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['0'-bbf3c159
act_prm_snorkel_finance_gym,rollout,finance_rollout_thoughts_base_v3_hard,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_thoughts_base_v3_hard-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['4'-c5168e3f
act_prm_snorkel_finance_gym,rollout,finance_rollout_thoughts_policy_adamw30_sgdlr1e_3_step_0020_fair,act_prm/snorkel_finance_gym,rl,sgd,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_thoughts_policy_adamw30_sgdlr1e_3_step_0020_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_lin-55c7cceb
act_prm_snorkel_finance_gym,rollout,finance_rollout_thoughts_policy_adamw30_sgdlr1e_3_step_best_fair,act_prm/snorkel_finance_gym,rl,sgd,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_thoughts_policy_adamw30_sgdlr1e_3_step_best_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_lin-e32d3f72
act_prm_snorkel_finance_gym,rollout,finance_rollout_thoughts_policy_v3_fair,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_thoughts_policy_v3_fair-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['-26aa3528
act_prm_snorkel_finance_gym,rollout,finance_rollout_thoughts_policy_v3_hard,act_prm/snorkel_finance_gym,rl,,4e-05,1,,1,2,r8_a16_linear,,True,,,,,final_reward,42,,,True,0,0,,,,,,finance_rollout_thoughts_policy_v3_hard-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_gym-gc=hf_grpo-tc=pg-rbc=default-nb=1-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-gc=0-nf=0-ho=1-eqi=['-10924177
act_prm_snorkel_finance_split,other,,act_prm/snorkel_finance_split,rl,,4e-05,25,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,em,0.15,False,final_reward,42,,True,False,0,5,,,,,,act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=25-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=0-nf=0-lp=0_15-gs=4-bs=4-s=42-r=0-vr=0
act_prm_snorkel_finance_split,other,snorkel_finance_split_s1_base,act_prm/snorkel_finance_split,rl,,4e-05,58,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,em,0.15,True,final_reward,42,False,True,False,0,57,,,,,,snorkel_finance_split_s1_base-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=58-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=1-nf=0-lp=0_15-swb=-bcacce88
act_prm_snorkel_finance_split,other,snorkel_finance_split_s1_policy,act_prm/snorkel_finance_split,rl,,4e-05,58,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,em,0.15,False,final_reward,42,False,True,False,0,57,,,,,,snorkel_finance_split_s1_policy-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=58-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=1-nf=0-lp=0_15-sw-25a30cb3
act_prm_snorkel_finance_split,s1em,finance_s1em_policy_adamw30,act_prm/snorkel_finance_split,rl,adamw,4e-05,30,,4,4,r32_a32_linear,data/snorkel_finance_split_v3,False,,action_probs,0.0,False,final_reward,42,False,True,False,0,29,,,,,,finance_s1em_policy_adamw30-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=30-nt=0-mc=hf_qwen3_4b_instruct-lc=r32_a32_linear-nie=1-gc=1-nf=0-lp=0_0-am=act-2d67c1b3
act_prm_snorkel_finance_split,s1relabel,finance_s1relabel_policy_adamw30,act_prm/snorkel_finance_split,rl,sgd,4e-05,29,,4,4,r32_a32_linear,data/snorkel_finance_split_v3,False,,best,0.0,False,final_reward,42,False,True,True,0,28,,,,,,finance_s1relabel_policy_adamw30-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=29-nt=1-mc=hf_qwen3_4b_instruct-lc=r32_a32_linear-nie=1-gc=0-nf=0-lp=0_0-a-955126bf
act_prm_snorkel_finance_split,s1relabel,snorkel_finance_split_s1relabel_base,act_prm/snorkel_finance_split,rl,,4e-05,31,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,best,0.15,True,final_reward,42,False,True,True,0,30,,,,,,snorkel_finance_split_s1relabel_base-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=31-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=0-nf=0-lp=0_-5507cf78
act_prm_snorkel_finance_split,s1relabel,snorkel_finance_split_s1relabel_base_last,act_prm/snorkel_finance_split,rl,,4e-05,31,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,best,0.15,True,final_reward,42,False,True,True,0,30,,,,,,snorkel_finance_split_s1relabel_base_last-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=31-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=0-nf=0--6ad96164
act_prm_snorkel_finance_split,s1relabel,snorkel_finance_split_s1relabel_policy,act_prm/snorkel_finance_split,rl,,4e-05,31,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,best,0.15,False,final_reward,42,False,True,True,0,30,,,,,,snorkel_finance_split_s1relabel_policy-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=31-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=0-nf=0-lp=-ea76292c
act_prm_snorkel_finance_split,s1relabel,snorkel_finance_split_s1relabel_policy_last,act_prm/snorkel_finance_split,rl,,4e-05,31,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,best,0.15,False,final_reward,42,False,True,True,0,30,,,,,,snorkel_finance_split_s1relabel_policy_last-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm-tc=pg-rbc=default-nb=31-nt=1-mc=hf_qwen3_4b_instruct-lc=r8_a16_linear-nie=1-gc=0-nf=-af14920d
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_actions_only_heldout,act_prm/snorkel_finance_split,sft,,4e-05,60,,4,4,r8_a16_linear,data/snorkel_finance_split,True,,uniform,0.15,,eval_action_ppl,42,False,False,False,24,59,5,2.8426,2.8426,2.846,,snorkel_finance_split_s2_actions_only_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=60-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a16_linea-515c91d1
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_actions_only_heldout_fullctx,act_prm/snorkel_finance_split,sft,,4e-05,60,,4,4,r8_a16_linear,data/snorkel_finance_split,False,,uniform,0.15,,eval_action_ppl,42,False,False,False,24,59,25,2.4411,2.4457,2.4455,,snorkel_finance_split_s2_actions_only_heldout_fullctx-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=60-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a-2d09b853
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_actions_only_lr1e_3_adamw_nb100_heldout,act_prm/snorkel_finance_split,sft,adamw,0.001,100,,4,4,r8_a16_linear,data/snorkel_finance_split_v3,True,False,uniform,0.15,,eval_actiononly_ppl,42,False,False,False,15,80,50,1.6535,1.7603,1.6942,,snorkel_finance_split_s2_actions_only_lr1e_3_adamw_nb100_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=100-nt=0-mc=hf_qwen3_4b_inst-36e2c3ab
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_actions_only_lr1e_3_adamw_nb200_flat32_heldout,act_prm/snorkel_finance_split,sft_flat,adamw,0.001,200,32,4,4,r8_a16_linear,data/snorkel_finance_split_v3,True,False,uniform,0.15,,eval_actiononly_ppl,42,False,False,False,21,105,75,1.6554,1.8934,1.7063,34497.0,snorkel_finance_split_s2_actions_only_lr1e_3_adamw_nb200_flat32_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft_flat-rbc=default-nb=200-nt=0-mc=hf_q-829b5468
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_actions_only_lr1e_3_nb200_flat32sgd_heldout,act_prm/snorkel_finance_split,sft_flat,sgd,0.001,200,32,4,4,r8_a16_linear,data/snorkel_finance_split_v3,True,False,uniform,0.15,,eval_actiononly_ppl,42,False,False,False,40,199,199,2.0637,2.7774,2.0637,34497.0,snorkel_finance_split_s2_actions_only_lr1e_3_nb200_flat32sgd_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft_flat-rbc=default-nb=200-nt=0-mc=hf_qwen-0b8bb895
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_actions_only_lr3e_3_nb150_heldout,act_prm/snorkel_finance_split,sft,,0.003,150,,4,4,r8_a16_linear,data/snorkel_finance_split,True,,uniform,0.15,,eval_action_ppl,42,False,False,False,30,149,149,1.893,2.7729,1.893,,snorkel_finance_split_s2_actions_only_lr3e_3_nb150_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=150-nt=0-mc=hf_qwen3_4b_instruct-l-71940788
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_actions_only_v3_lr3e_3_nb150_heldout,act_prm/snorkel_finance_split,sft,,0.003,150,,4,4,r8_a16_linear,data/snorkel_finance_split_v3,True,False,uniform,0.15,,eval_action_ppl,42,False,False,False,30,149,149,1.9282,2.7191,1.9282,,snorkel_finance_split_s2_actions_only_v3_lr3e_3_nb150_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=150-nt=0-mc=hf_qwen3_4b_instruc-2e63bdc4
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_expert_thoughts_all_lr1e_3_nb200_flat32sgd_heldout,act_prm/snorkel_finance_split,sft_flat,sgd,0.001,200,32,4,4,r8_a16_linear,data/snorkel_finance_split_expert_thoughts_all_v3,True,True,uniform,0.15,,eval_actiononly_ppl,42,True,False,False,40,199,199,2.0437,2.6526,2.0437,34497.0,snorkel_finance_split_s2_expert_thoughts_all_lr1e_3_nb200_flat32sgd_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft_flat-rbc=default-nb=200-nt=0-mc=-a285925c
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_expert_thoughts_all_v3_lr3e_3_nb150_heldout,act_prm/snorkel_finance_split,sft,,0.003,150,,4,4,r8_a16_linear,data/snorkel_finance_split_expert_thoughts_all_v3,True,True,uniform,0.15,,eval_action_ppl,42,True,False,False,30,149,149,1.9557,2.6243,1.9557,,snorkel_finance_split_s2_expert_thoughts_all_v3_lr3e_3_nb150_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=150-nt=0-mc=hf_qwen3_4b_-30f8eb22
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_expert_thoughts_heldout,act_prm/snorkel_finance_split,sft,,4e-05,60,,4,4,r8_a16_linear,data/snorkel_finance_split_expert_thoughts,True,,uniform,0.15,,eval_action_ppl,42,True,False,False,24,59,35,2.6515,2.6537,2.6522,,snorkel_finance_split_s2_expert_thoughts_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=60-nt=0-mc=hf_qwen3_4b_instruct-lc=r8_a16_li-f637d77d
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_expert_thoughts_heldout_fullctx,act_prm/snorkel_finance_split,sft,,4e-05,60,,4,4,r8_a16_linear,data/snorkel_finance_split_expert_thoughts,False,,uniform,0.15,,eval_action_ppl,42,True,False,False,24,59,59,2.2221,2.225,2.2221,,snorkel_finance_split_s2_expert_thoughts_heldout_fullctx-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=60-nt=0-mc=hf_qwen3_4b_instruct-lc=r-d632d668
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_expert_thoughts_lr1e_3_adamw_nb100_heldout,act_prm/snorkel_finance_split,sft,adamw,0.001,100,,4,4,r8_a16_linear,data/snorkel_finance_split_expert_thoughts,True,False,uniform,0.15,,eval_actiononly_ppl,42,True,False,False,15,80,50,1.596,1.6835,1.6045,,snorkel_finance_split_s2_expert_thoughts_lr1e_3_adamw_nb100_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft-rbc=default-nb=100-nt=0-mc=hf_qwen3_4b_i-818919e8
act_prm_snorkel_finance_split,s2,snorkel_finance_split_s2_expert_thoughts_lr1e_3_adamw_nb200_flat32_heldout,act_prm/snorkel_finance_split,sft_flat,adamw,0.001,200,32,4,4,r8_a16_linear,data/snorkel_finance_split_expert_thoughts_v3,True,False,uniform,0.15,,eval_actiononly_ppl,42,True,False,False,21,105,75,1.6337,1.8436,1.6628,34497.0,snorkel_finance_split_s2_expert_thoughts_lr1e_3_adamw_nb200_flat32_heldout-act-prm-ia=0-rr=0-ec=act_prm_snorkel_finance_split-gc=act_prm_actions_only-tc=sft_flat-rbc=default-nb=200-nt=0-mc=h-ca0dfc34
